Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2022-05-02,2278.1298828125,2346.7900390625,2267.989990234375,2343.139892578125,1514000,0,0,yfinance.Ticker object <GOOG>
2022-05-03,2335.300048828125,2386.0,2332.5400390625,2362.590087890625,1060800,0,0,yfinance.Ticker object <GOOG>
2022-05-04,2360.070068359375,2462.860107421875,2314.77001953125,2451.5,1661600,0,0,yfinance.Ticker object <GOOG>
2022-05-05,2404.409912109375,2424.6650390625,2303.64990234375,2334.929931640625,2154500,0,0,yfinance.Ticker object <GOOG>
2022-05-06,2310.3798828125,2349.969970703125,2282.860107421875,2313.199951171875,1764000,0,0,yfinance.Ticker object <GOOG>
2022-04-07,3168.0,3201.580078125,3090.22998046875,3155.68994140625,3406800,0,0,yfinance.Ticker object <AMZN>
2022-04-08,3135.0,3147.3701171875,3084.6201171875,3089.2099609375,2295100,0,0,yfinance.Ticker object <AMZN>
2022-04-11,3054.260009765625,3082.72998046875,3010.68994140625,3022.43994140625,2605600,0,0,yfinance.Ticker object <AMZN>
2022-04-12,3073.85009765625,3101.97998046875,3007.659912109375,3015.75,2758900,0,0,yfinance.Ticker object <AMZN>
2022-04-13,3000.3701171875,3120.5,2992.0,3110.820068359375,2669500,0,0,yfinance.Ticker object <AMZN>
2022-04-14,3107.800048828125,3117.93994140625,3029.43994140625,3034.1298828125,2575200,0,0,yfinance.Ticker object <AMZN>
2022-04-18,3030.469970703125,3080.7900390625,3005.010009765625,3055.699951171875,2325700,0,0,yfinance.Ticker object <AMZN>
2022-04-19,3040.590087890625,3172.97998046875,3031.010009765625,3162.31005859375,2746300,0,0,yfinance.Ticker object <AMZN>
2022-04-20,3152.050048828125,3152.050048828125,3072.070068359375,3079.9599609375,2981500,0,0,yfinance.Ticker object <AMZN>
2022-04-21,3094.280029296875,3134.760009765625,2951.7900390625,2965.919921875,3198500,0,0,yfinance.Ticker object <AMZN>
2022-04-22,2965.0,2992.300048828125,2873.949951171875,2887.0,3653900,0,0,yfinance.Ticker object <AMZN>
2022-04-25,2880.4599609375,2924.429931640625,2846.1298828125,2921.47998046875,3093700,0,0,yfinance.Ticker object <AMZN>
2022-04-26,2896.0,2897.1201171875,2778.590087890625,2787.820068359375,3876500,0,0,yfinance.Ticker object <AMZN>
2022-04-27,2803.830078125,2838.969970703125,2715.669921875,2763.340087890625,3566800,0,0,yfinance.Ticker object <AMZN>
2022-04-28,2843.56005859375,2918.75,2806.0,2891.929931640625,5865800,0,0,yfinance.Ticker object <AMZN>
2022-04-29,2596.97998046875,2615.219970703125,2432.5,2485.6298828125,13616500,0,0,yfinance.Ticker object <AMZN>
2022-05-02,2448.02001953125,2493.360107421875,2367.5,2490.0,7439400,0,0,yfinance.Ticker object <AMZN>
2022-05-03,2481.070068359375,2524.409912109375,2456.5,2485.070068359375,3956700,0,0,yfinance.Ticker object <AMZN>
2022-05-04,2472.0,2520.0,2383.659912109375,2518.570068359375,5537300,0,0,yfinance.Ticker object <AMZN>
2022-05-05,2460.0,2469.97998046875,2301.449951171875,2328.139892578125,7219600,0,0,yfinance.Ticker object <AMZN>
2022-05-06,2297.0,2381.010009765625,2261.6298828125,2295.449951171875,6206700,0,0,yfinance.Ticker object <AMZN>
